,Model,label,raw,block,canon,difficulty_score,normal_mean,expert_mean,average_mean,mean_diff_normed,ranking_1,ranking_2,ranking_3,ranking_4,ranking_5,ranking_6,ranking_7,expert_1,expert_2
931,OpenAI: GPT 5 - Multiple Context - High Reasoning (2025-09-15),circled r,Circled R,56,Clock,0.5874327098174441,1.0,1.0,1.0,0.4125672901825559,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
932,OpenAI: GPT 5 - Multiple Context - High Reasoning (2025-09-15),hourglass,Hourglass,57,Hourglass,0.4898972947782638,3.8333333333333335,5.0,4.416666666666667,2.2529536147293348,5.0,4.0,5.0,4.0,1.0,4.0,,5.0,5.0
933,OpenAI: GPT 5 - Multiple Context - High Reasoning (2025-09-15),umbrella,Umbrella,58,Umbrella,0.4292901565322177,4.833333333333333,5.0,4.916666666666666,2.805990063716596,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0
934,OpenAI: GPT 5 - Multiple Context - High Reasoning (2025-09-15),greek temple,Greek temple,59,Pine tree,0.5752668834094511,1.8,1.5,1.65,0.7008096423744057,2.0,1.0,2.0,1.0,3.0,,,1.0,2.0
935,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),ladder,Ladder,1,Ladder,0.4751185628015861,5.0,5.0,5.0,2.6244071859920695,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
936,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),ladder,Ladder,2,Ladder,0.6610531487654556,4.5,5.0,4.75,1.6099975433640858,5.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0
937,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),butterfly,Butterfly,3,Glasses,0.6845673981674806,1.6666666666666667,1.0,1.3333333333333335,0.42057680244335927,1.0,1.0,3.0,2.0,2.0,1.0,,1.0,1.0
938,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),butterfly,Butterfly,4,Glasses,0.5468725449723439,1.0,1.0,1.0,0.45312745502765606,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
939,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),eyeglasses,eyeglasses,5,Glasses,0.5451123909099757,2.2,5.0,3.6,1.6375953927240876,3.0,2.0,2.0,1.0,3.0,,,5.0,5.0
940,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),headphones,Headphones,6,Glasses,0.6296458064862441,2.0,3.0,2.5,0.9258854837843897,3.0,2.0,2.0,2.0,2.0,1.0,,2.0,4.0
941,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),christmas tree,Christmas tree,7,Pine Tree,0.5548532022011824,2.25,4.0,3.125,1.391083743121305,3.0,1.0,2.0,3.0,,,,4.0,4.0
942,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),butterfly,Butterfly,8,Butterfly,0.6411043581205884,3.3333333333333335,5.0,4.166666666666667,1.4953985078308818,3.0,3.0,5.0,3.0,4.0,2.0,,5.0,5.0
943,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),butterfly,Butterfly,9,Butterfly,0.6425347026663212,3.2,5.0,4.1,1.465607719068083,2.0,4.0,1.0,5.0,4.0,,,5.0,5.0
944,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),rake,Rake,10,Comb - Pitchfork,0.6756697358651155,3.5,5.0,4.25,1.3784036225732592,5.0,5.0,3.0,3.0,3.0,2.0,,5.0,5.0
945,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),trident,Trident,11,Comb - Pitchfork,0.6226273261756372,4.5,5.0,4.75,1.7925202006657233,4.0,5.0,5.0,3.0,5.0,5.0,,5.0,5.0
946,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),ufo,UFO,12,Goblet,0.6350097299355925,1.0,1.0,1.0,0.36499027006440754,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
947,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),mushroom,Mushroom,13,Goblet,0.6759272535859652,1.1428571428571428,2.0,1.5714285714285714,0.5092571729363404,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
948,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),headphones,Headphones,14,Computer Mouse,0.7418457479906454,4.666666666666667,5.0,4.833333333333334,1.2477455513785474,5.0,4.0,5.0,4.0,5.0,5.0,,5.0,5.0
949,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),house,House,15,House,0.5604145691220367,3.6666666666666665,4.5,4.083333333333333,1.7949738427516835,3.0,5.0,4.0,3.0,3.0,4.0,,5.0,4.0
950,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),house,House,60,House,0.5476538878373272,3.5,5.0,4.25,1.9224709766913595,4.0,4.0,4.0,2.0,4.0,3.0,,5.0,5.0
951,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),teardrop,Teardrop,16,Ice cream,0.5213069155657604,1.25,2.0,1.625,0.7778762622056394,1.0,1.0,2.0,1.0,,,,1.0,3.0
952,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),manta ray,Manta ray,17,Ice cream,0.6339653089357414,1.3333333333333333,2.0,1.6666666666666665,0.6100578184404309,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0
953,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),speech bubble,speech bubble,18,Ice cream,0.6847597069012321,1.5,1.5,1.5,0.47286043964815183,1.0,1.0,3.0,2.0,1.0,1.0,,2.0,1.0
954,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),padlock key,Padlock key,19,Computer Mouse,0.859309544470196,1.4,1.5,1.45,0.20400116051821576,1.0,1.0,3.0,1.0,1.0,,,1.0,2.0
955,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),teapot lid,Teapot lid,20,Crystal ball - Person Outline,0.6219390375192231,1.4,3.5,2.45,0.9262493580779035,1.0,1.0,2.0,2.0,1.0,,,3.0,4.0
956,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),overturned cup,Overturned cup,21,Crystal ball - Person Outline,0.7380031106155932,2.25,1.5,1.875,0.4912441675957627,3.0,1.0,3.0,2.0,,,,1.0,2.0
957,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),fish,Fish,22,Fish,0.7208342020855323,1.8333333333333333,3.5,2.6666666666666665,0.7444421277719139,2.0,3.0,1.0,2.0,1.0,2.0,,3.0,4.0
958,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),magnifying glass,Magnifying glass,23,Lollipop,0.6343711397762843,2.5714285714285716,3.5,3.0357142857142856,1.1099447542505654,1.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0
959,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),chair,Chair,24,Chair,0.6122911911027547,3.5714285714285716,5.0,4.285714285714286,1.6616091809881943,3.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0
960,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),chair,Chair,25,Chair,0.5452904006405492,3.2857142857142856,5.0,4.142857142857142,1.8837969116320101,2.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0
961,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),capital k,Capital K,26,Flag,0.5048827596669067,1.0,1.0,1.0,0.49511724033309334,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
962,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),window,Window,27,Door,0.6329439046769518,1.8,2.5,2.15,0.7891706049445535,1.0,2.0,2.0,2.0,2.0,,,2.0,3.0
963,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),binoculars,Binoculars,28,Glasses,0.6597435356665721,2.0,3.5,2.75,0.9357052769169268,1.0,2.0,3.0,2.0,2.0,,,3.0,4.0
964,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),exclamation mark,Exclamation mark,29,Shovel,0.5969217655525534,1.0,1.0,1.0,0.4030782344474466,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
965,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),comb,Comb,30,Fish bones,0.7482943265112354,1.0,1.5,1.25,0.31463209186095575,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0
966,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),martini glass,Martini glass,31,Balloon,0.7324644726199256,1.0,1.0,1.0,0.26753552738007436,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
967,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),lollipop,Lollipop,32,Goblet,0.6384694570046723,1.1666666666666667,1.5,1.3333333333333335,0.48204072399377035,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0
968,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),bell clapper,Bell clapper,33,Plunger,0.6658658756083077,3.0,3.0,3.0,1.002402373175077,1.0,3.0,4.0,5.0,2.0,,,4.0,2.0
969,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),eyeglasses,Eyeglasses,34,Bow tie - Owl,0.6572361578806541,2.2,1.5,1.85,0.6341131079207899,2.0,2.0,2.0,1.0,4.0,,,1.0,2.0
970,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),owl face,Owl face,35,Bow tie - Owl,0.6634528351709783,1.8333333333333333,3.5,2.6666666666666665,0.8974591062107244,2.0,1.0,2.0,3.0,2.0,1.0,,5.0,2.0
971,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),pitchfork,Pitchfork,36,Broom,0.5772467939690892,2.8333333333333335,3.5,3.166666666666667,1.338718485764551,4.0,3.0,1.0,5.0,2.0,2.0,,5.0,2.0
972,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),snowman,Snowman,37,Clubs symbol,0.6776882472823819,1.0,1.0,1.0,0.32231175271761814,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
973,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),ice cream cone,Ice cream cone,38,Clubs symbol - Ice cream,0.5910450288294253,3.3333333333333335,5.0,4.166666666666667,1.7039790465440612,2.0,4.0,4.0,4.0,1.0,5.0,,5.0,5.0
974,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),butterfly,Butterfly,39,Clubs symbol - Ice cream,0.6294757245258944,1.0,1.0,1.0,0.3705242754741056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
975,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),key,Key,40,Mug,0.6494578485259365,1.1666666666666667,1.0,1.0833333333333335,0.3797539974302355,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0
976,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),padlock hasp,Padlock hasp,41,Mug,0.6527248385613104,1.4,3.5,2.45,0.8508241455247897,2.0,1.0,2.0,1.0,1.0,,,3.0,4.0
977,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),3x3 grid,3x3 grid,42,Window - Grid,0.4461387803125867,1.0,1.5,1.25,0.6923265246092667,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0
978,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),stethoscope,Stethoscope,43,Mouse,0.7158409820449328,1.6666666666666667,1.0,1.3333333333333335,0.3788786906067562,1.0,1.0,4.0,1.0,2.0,1.0,,1.0,1.0
979,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),power button,Power button,44,Computer Mouse,0.7324056829010255,1.6,1.5,1.55,0.4147711915034105,4.0,1.0,1.0,1.0,1.0,,,2.0,1.0
980,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),seated person,Seated person,45,Clock,0.5855004902475762,1.4,1.0,1.2,0.4973994117029085,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0
981,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),hourglass,Hourglass,46,Lightbulb - Ice Cream,0.7069768704241428,1.5,1.0,1.25,0.3662789119698215,1.0,1.0,1.0,3.0,1.0,2.0,,1.0,1.0
982,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),stethoscope,Stethoscope,47,Computer Mouse,0.8511684216890806,2.1666666666666665,1.5,1.8333333333333333,0.27285789357001894,1.0,1.0,4.0,2.0,2.0,3.0,,2.0,1.0
983,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),capital t,Capital T,48,Letter T,0.6196442811846602,4.75,5.0,4.875,1.8542341292247815,4.0,5.0,5.0,5.0,,,,5.0,5.0
984,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),spade,Spade,49,Heart,0.5711914979083924,1.6,1.0,1.3,0.5574510527190899,2.0,2.0,1.0,2.0,1.0,,,1.0,1.0
985,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),anchor,Anchor,50,Stick Figure,0.6767454424369007,1.1666666666666667,1.0,1.0833333333333335,0.35019243736002426,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0
986,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),house,House,51,Television,0.6344956971999075,1.2,1.0,1.1,0.40205473308010176,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0
987,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),capital f,capital F,52,Letter F,0.6853657836486973,4.6,5.0,4.8,1.510244238486253,4.0,5.0,5.0,4.0,5.0,,,5.0,5.0
988,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),snow globe,Snow globe,53,Sailboat,0.6746837943221582,1.0,1.0,1.0,0.3253162056778418,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
989,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),magnifying glass,magnifying glass,54,Music Note,0.5702566768448688,1.0,1.0,1.0,0.4297433231551312,1.0,1.0,1.0,1.0,,,,1.0,1.0
990,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),martini glass,Martini glass,55,Yield Sign - Martini Glass,0.5813663731940197,4.2,5.0,4.6,1.9257146833075092,5.0,4.0,5.0,5.0,2.0,,,5.0,5.0
991,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),compass needle,compass needle,56,Clock,0.5874327098174441,2.2,2.0,2.1,0.8663913093833674,1.0,1.0,1.0,4.0,4.0,,,1.0,3.0
992,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),truss bridge,Truss bridge,57,Hourglass,0.4898972947782638,1.6666666666666667,2.5,2.0833333333333335,1.0627139692119505,4.0,1.0,2.0,1.0,1.0,1.0,,3.0,2.0
993,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),umbrella,Umbrella,58,Umbrella,0.4292901565322177,4.833333333333333,5.0,4.916666666666666,2.805990063716596,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0
994,OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),triangular signpost,Triangular signpost,59,Pine tree,0.5752668834094511,4.0,5.0,4.5,1.9112990246574701,4.0,2.0,5.0,4.0,5.0,,,5.0,5.0
995,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),ladder,Ladder,1,Ladder,0.4751185628015861,5.0,5.0,5.0,2.6244071859920695,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
996,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),ladder,Ladder,2,Ladder,0.6610531487654556,4.5,5.0,4.75,1.6099975433640858,5.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0
997,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),two cherries,Two cherries,3,Glasses,0.6845673981674806,1.2,2.5,1.85,0.583550313390161,1.0,1.0,1.0,1.0,2.0,,,3.0,2.0
998,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),glasses,Glasses,4,Glasses,0.5468725449723439,1.8333333333333333,4.5,3.1666666666666665,1.4349036075875774,1.0,3.0,1.0,3.0,2.0,1.0,,5.0,4.0
999,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),eyeglasses,eyeglasses,5,Glasses,0.5451123909099757,2.2,5.0,3.6,1.6375953927240876,3.0,2.0,2.0,1.0,3.0,,,5.0,5.0
1000,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),eyeglasses,Eyeglasses,6,Glasses,0.6296458064862441,3.1666666666666665,5.0,4.083333333333333,1.512279623514503,4.0,2.0,3.0,5.0,3.0,2.0,,5.0,5.0
1001,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),christmas tree,Christmas tree,7,Pine Tree,0.5548532022011824,2.25,4.0,3.125,1.391083743121305,3.0,1.0,2.0,3.0,,,,4.0,4.0
1002,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),butterfly,Butterfly,8,Butterfly,0.6411043581205884,3.3333333333333335,5.0,4.166666666666667,1.4953985078308818,3.0,3.0,5.0,3.0,4.0,2.0,,5.0,5.0
1003,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),butterfly,Butterfly,9,Butterfly,0.6425347026663212,3.2,5.0,4.1,1.465607719068083,2.0,4.0,1.0,5.0,4.0,,,5.0,5.0
1004,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),inverted comb,Inverted comb,10,Comb - Pitchfork,0.6756697358651155,1.6,1.0,1.3,0.4216293433753499,2.0,2.0,2.0,1.0,1.0,,,1.0,1.0
1005,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),rake,rake,11,Comb - Pitchfork,0.6226273261756372,3.5714285714285716,4.5,4.035714285714286,1.5229682907911783,2.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,4.0
1006,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),table lamp,Table lamp,12,Goblet,0.6350097299355925,2.0,5.0,3.5,1.2774659452254264,1.0,3.0,1.0,4.0,1.0,,,5.0,5.0
1007,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),mushroom,Mushroom,13,Goblet,0.6759272535859652,1.1428571428571428,2.0,1.5714285714285714,0.5092571729363404,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
1008,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),headphones,Headphones,14,Computer Mouse,0.7418457479906454,4.666666666666667,5.0,4.833333333333334,1.2477455513785474,5.0,4.0,5.0,4.0,5.0,5.0,,5.0,5.0
1009,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),house,House,15,House,0.5604145691220367,3.6666666666666665,4.5,4.083333333333333,1.7949738427516835,3.0,5.0,4.0,3.0,3.0,4.0,,5.0,4.0
1010,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),house,House,60,House,0.5476538878373272,3.5,5.0,4.25,1.9224709766913595,4.0,4.0,4.0,2.0,4.0,3.0,,5.0,5.0
1011,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),map pin,Map pin,16,Ice cream,0.5213069155657604,2.0,4.0,3.0,1.436079253302719,2.0,1.0,2.0,1.0,4.0,,,4.0,4.0
1012,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),flying saucer,Flying saucer,17,Ice cream,0.6339653089357414,1.0,2.5,1.75,0.6405607093624525,1.0,1.0,1.0,1.0,,,,2.0,3.0
1013,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),map pin,map pin,18,Ice cream,0.6847597069012321,4.0,4.0,4.0,1.2609611723950716,4.0,3.0,4.0,5.0,4.0,,,4.0,4.0
1014,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),sled,Sled,19,Computer Mouse,0.859309544470196,1.2,3.0,2.1,0.2954499566125883,1.0,1.0,1.0,2.0,1.0,,,2.0,4.0
1015,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),user icon,User icon,20,Crystal ball - Person Outline,0.6219390375192231,4.0,5.0,4.5,1.7012743311634961,5.0,2.0,4.0,5.0,4.0,,,5.0,5.0
1016,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),american football,American football,21,Crystal ball - Person Outline,0.7380031106155932,1.0,1.0,1.0,0.2619968893844068,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
1017,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),pacman,PacMan,22,Fish,0.7208342020855323,1.2,1.0,1.1,0.3070823777059145,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0
1018,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),lollipop,Lollipop,23,Lollipop,0.6343711397762843,4.5,5.0,4.75,1.7367370860626494,5.0,5.0,4.0,3.0,5.0,5.0,,5.0,5.0
1019,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),chair,Chair,24,Chair,0.6122911911027547,3.5714285714285716,5.0,4.285714285714286,1.6616091809881943,3.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0
1020,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),chair,Chair,25,Chair,0.5452904006405492,3.2857142857142856,5.0,4.142857142857142,1.8837969116320101,2.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0
1021,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),less-than sign,Less-than sign,26,Flag,0.5048827596669067,1.8,1.0,1.4,0.6931641364663307,1.0,1.0,1.0,5.0,1.0,,,1.0,1.0
1022,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),picture frame,Picture frame,27,Door,0.6329439046769518,1.8,2.5,2.15,0.7891706049445535,2.0,1.0,2.0,2.0,2.0,,,2.0,3.0
1023,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),binoculars,Binoculars,28,Glasses,0.6597435356665721,2.0,3.5,2.75,0.9357052769169268,1.0,2.0,3.0,2.0,2.0,,,3.0,4.0
1024,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),anchor,Anchor,29,Shovel,0.5969217655525534,2.3333333333333335,3.0,2.666666666666667,1.0748752918598579,1.0,1.0,2.0,4.0,5.0,1.0,,3.0,3.0
1025,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),clock,Clock,30,Fish bones,0.7482943265112354,1.0,1.0,1.0,0.2517056734887646,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
1026,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),stick figure,Stick figure,31,Balloon,0.7324644726199256,3.4285714285714284,2.5,2.9642857142857144,0.7930517418766491,3.0,1.0,5.0,4.0,3.0,5.0,3.0,2.0,3.0
1027,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),table lamp,Table lamp,32,Goblet,0.6384694570046723,2.6,5.0,3.8,1.3738160633822454,2.0,3.0,1.0,4.0,3.0,,,5.0,5.0
1028,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),toilet plunger,Toilet plunger,33,Plunger,0.6658658756083077,3.25,5.0,4.125,1.3783032631157308,5.0,2.0,2.0,4.0,,,,5.0,5.0
1029,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),bow tie,Bow tie,34,Bow tie - Owl,0.6572361578806541,3.0,5.0,4.0,1.3710553684773834,1.0,4.0,4.0,1.0,5.0,3.0,,5.0,5.0
1030,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),owl,owl,35,Bow tie - Owl,0.6634528351709783,1.8,2.0,1.9,0.6394396131751412,2.0,2.0,1.0,1.0,3.0,,,3.0,1.0
1031,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),peace symbol,Peace symbol,36,Broom,0.5772467939690892,1.75,3.0,2.375,1.0040388643234133,2.0,1.0,2.0,2.0,,,,4.0,2.0
1032,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),club suit,Club suit,37,Clubs symbol,0.6776882472823819,2.5,5.0,3.75,1.208669072691068,3.0,2.0,4.0,1.0,1.0,4.0,,5.0,5.0
1033,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),club suit,Club suit,38,Clubs symbol - Ice cream,0.5910450288294253,1.4,3.0,2.2,0.8997009365752643,1.0,1.0,3.0,1.0,1.0,,,3.0,3.0
1034,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),butterfly,Butterfly,39,Clubs symbol - Ice cream,0.6294757245258944,1.0,1.0,1.0,0.3705242754741056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1035,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),key,Key,40,Mug,0.6494578485259365,1.1666666666666667,1.0,1.0833333333333335,0.3797539974302355,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0
1036,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),coffee mug,coffee mug,41,Mug,0.6527248385613104,5.0,5.0,5.0,1.7363758071934483,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
1037,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),tic-tac-toe,Tic-tac-toe,42,Window - Grid,0.4461387803125867,2.3333333333333335,1.5,1.9166666666666667,1.061567337734209,3.0,2.0,4.0,3.0,1.0,1.0,,1.0,2.0
1038,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),cartoon bomb,cartoon bomb,43,Mouse,0.7158409820449328,2.3333333333333335,3.5,2.916666666666667,0.8287971357022793,1.0,4.0,2.0,3.0,2.0,2.0,,5.0,2.0
1039,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),power button,Power button,44,Computer Mouse,0.7324056829010255,1.6,1.5,1.55,0.4147711915034105,4.0,1.0,1.0,1.0,1.0,,,2.0,1.0
1040,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),seated person,Seated person,45,Clock,0.5855004902475762,1.4,1.0,1.2,0.4973994117029085,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0
1041,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),eye,Eye,46,Lightbulb - Ice Cream,0.7069768704241428,1.0,2.0,1.5,0.4395346943637858,1.0,1.0,1.0,1.0,1.0,,,1.0,3.0
1042,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),snake eye,Snake eye,47,Computer Mouse,0.8511684216890806,1.2,1.0,1.1,0.16371473614201137,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0
1043,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),capital t,Capital T,48,Letter T,0.6196442811846602,4.75,5.0,4.875,1.8542341292247815,4.0,5.0,5.0,5.0,,,,5.0,5.0
1044,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),heart,Heart,49,Heart,0.5711914979083924,4.333333333333333,5.0,4.666666666666666,2.0011063430941687,3.0,5.0,5.0,4.0,5.0,4.0,,5.0,5.0
1045,OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),stick figure,Stick figure,50,Stick Figure,0.6767454424369007,4.833333333333333,5.0,4.916666666666666,1.5893349080185712,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0
